id,_img_recruit,_img_recruit_back,_img_1,_img_1_back,_img_2,_img_2_back,_img_3,_img_3_back,_img_4,_img_4_back,_img_5,_img_5_back,type,subtype,size,slots,cost,orders,source,box,faction,platoon,img_recruit,img_recruit_back,img_1,img_1_back,img_2,img_2_back,img_3,img_3_back,img_4,img_4_back,img_5,img_5_back
HoN-v1-pegasus-bridge-cw-p-paratroopers-somerset-light-infantry-recruitment-tile-somerset_a,,,,,,,,,,,,,rc-plat,zzzz TODO,,,,,HoN-v1,pegasus-bridge,CW-P,paratroopers-somerset-light-infantry,res/HoN-v1/pegasus-bridge/cw-p/paratroopers-somerset-light-infantry/recruitment-tile-somerset_a.png,res/HoN-v1/pegasus-bridge/cw-p/paratroopers-somerset-light-infantry/recruitment-tile-somerset_b.png,res/HoN-v1/pegasus-bridge/cw-p/paratroopers-somerset-light-infantry/bartlet_a.png,res/HoN-v1/pegasus-bridge/cw-p/paratroopers-somerset-light-infantry/bartlet_b.png,res/HoN-v1/pegasus-bridge/cw-p/paratroopers-somerset-light-infantry/2-inch-mortar_a.png,res/HoN-v1/pegasus-bridge/cw-p/paratroopers-somerset-light-infantry/2-inch-mortar_b.png,res/HoN-v1/pegasus-bridge/cw-p/paratroopers-somerset-light-infantry/recon-team.png,,res/HoN-v1/pegasus-bridge/cw-p/paratroopers-somerset-light-infantry/fire-team_a.png,res/HoN-v1/pegasus-bridge/cw-p/paratroopers-somerset-light-infantry/fire-team_b.png,res/HoN-v1/pegasus-bridge/cw-p/paratroopers-somerset-light-infantry/bren.png,
HoN-v1-colonel-bastien-ffi-ffi-colonel-bastien-ffi-ffi-bazooka-option_a,,,#REF!,#REF!,,,,,,,,,ft-inf,zzzz TODO,,,,,HoN-v1,colonel-bastien-ffi,FFI,colonel-bastien-ffi,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/ffi-bazooka-option_a.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/ffi-bazooka-option_b.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/bazooka_a.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/bazooka_b.png,,,,,,,,
HoN-v1-colonel-bastien-ffi-ffi-colonel-bastien-ffi-ffi-squad-option_a,,,,,,,#REF!,#REF!,,,,,ft-vehicle,zzzz TODO,,,,,HoN-v1,colonel-bastien-ffi,FFI,colonel-bastien-ffi,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/ffi-squad-option_a.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/ffi-squad-option_b.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/ffi-2_a.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/ffi-2_b.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/ffi-1_a.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/ffi-1_b.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/ffi-support-2_a.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/ffi-support-2_b.png,,,,
HoN-v1-colonel-bastien-ffi-ffi-colonel-bastien-ffi-courageous-option,,,,,,,,,,,,,gear,zzzz TODO,,,,,HoN-v1,colonel-bastien-ffi,FFI,colonel-bastien-ffi,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/courageous-option.png,,,,,,,,,,,
HoN-v1-colonel-bastien-ffi-ffi-colonel-bastien-ffi-julie-recruitment-tile_a,,,,,,,,,,,,,rc-hero,zzzz TODO,,,,,HoN-v1,colonel-bastien-ffi,FFI,colonel-bastien-ffi,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/julie-recruitment-tile_a.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/julie-recruitment-tile_b.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/julie_a.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/julie_b.png,,,,,,,,
HoN-v1-colonel-bastien-ffi-ffi-colonel-bastien-ffi-recruitment-tile_a,,,#REF!,#REF!,#REF!,#REF!,,,,,,,rc-plat,zzzz TODO,,,,,HoN-v1,colonel-bastien-ffi,FFI,colonel-bastien-ffi,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/recruitment-tile_a.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/recruitment-tile_b.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/bastion_a.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/bastion_b.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/ffi-3_a.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/ffi-3_b.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/ffi-support-2_a.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/ffi-support-2_b.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/traction-avant_a.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/traction-avant_b.png,,
HoN-v1-colonel-bastien-ffi-ffi-colonel-bastien-ffi-ffi-camion-option_a,,,,,,,,,,,,,zzzz TODO,zzzz TODO,,,,,HoN-v1,colonel-bastien-ffi,FFI,colonel-bastien-ffi,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/ffi-camion-option_a.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/ffi-camion-option_b.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/ffi-camion_a.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/ffi-camion_b.png,,,,,,,,
HoN-v1-colonel-bastien-ffi-ffi-colonel-bastien-ffi-gears-option,,,#REF!,#REF!,,,#REF!,#REF!,,,,,zzzz TODO,zzzz TODO,,,,,HoN-v1,colonel-bastien-ffi,FFI,colonel-bastien-ffi,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/gears-option.png,,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/panzerfaust_a.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/panzerfaust_b.png,,,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/sticky-bomb_a.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/sticky-bomb_b.png,,,,
HoN-v1-colonel-bastien-ffi-ffi-colonel-bastien-ffi-grenade-option,,,,,,,,,,,,,zzzz TODO,zzzz TODO,,,,,HoN-v1,colonel-bastien-ffi,FFI,colonel-bastien-ffi,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/grenade-option.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/grenade-option.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/grenade_a.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/grenade_b.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/grenade_a.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/grenade_b.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/grenade_a.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/grenade_b.png,,,,
HoN-v1-colonel-bastien-ffi-ffi-colonel-bastien-ffi-heroic-option,,,,,,,,,,,,,zzzz TODO,zzzz TODO,,,,,HoN-v1,colonel-bastien-ffi,FFI,colonel-bastien-ffi,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/heroic-option.png,res/HoN-v1/colonel-bastien-ffi/ffi/colonel-bastien-ffi/heroic.png,,,,,,,,,,
HoN-v1-civilians-under-fire-ffi-ffi-option-ffi-mg42_a,,,,,,,,,,,,,ft-inf,zzzz TODO,,,,,HoN-v1,civilians-under-fire,FFI,ffi,res/HoN-v1/civilians-under-fire/ffi/ffi/option-ffi-mg42_a.png,res/HoN-v1/civilians-under-fire/ffi/ffi/option-ffi-mg42_b.png,res/HoN-v1/civilians-under-fire/ffi/ffi/ffi-mg42_a.png,res/HoN-v1/civilians-under-fire/ffi/ffi/ffi-mg42_b.png,,,,,,,,
HoN-v1-civilians-under-fire-ffi-ffi-option-ffi-panzerschreck_a,,,,,,,,,,,,,ft-inf,zzzz TODO,,,,,HoN-v1,civilians-under-fire,FFI,ffi,res/HoN-v1/civilians-under-fire/ffi/ffi/option-ffi-panzerschreck_a.png,res/HoN-v1/civilians-under-fire/ffi/ffi/option-ffi-panzerschreck_b.png,res/HoN-v1/civilians-under-fire/ffi/ffi/ffi-panzerschreck.png,,,,,,,,,
HoN-v1-civilians-under-fire-ffi-ffi-option-ffi-squad_a,,,,,,,,,,,,,ft-inf,zzzz TODO,,,,,HoN-v1,civilians-under-fire,FFI,ffi,res/HoN-v1/civilians-under-fire/ffi/ffi/option-ffi-squad_a.png,res/HoN-v1/civilians-under-fire/ffi/ffi/option-ffi-squad_b.png,res/HoN-v1/civilians-under-fire/ffi/ffi/ffi-03.png,,res/HoN-v1/civilians-under-fire/ffi/ffi/ffi-04.png,,res/HoN-v1/civilians-under-fire/ffi/ffi/ffi-support-02.png,,,,,
HoN-v1-civilians-under-fire-ffi-ffi-option-saboteurs_a,,,,,,,,,,,,,ft-inf,zzzz TODO,,,,,HoN-v1,civilians-under-fire,FFI,ffi,res/HoN-v1/civilians-under-fire/ffi/ffi/option-saboteurs_a.png,res/HoN-v1/civilians-under-fire/ffi/ffi/option-saboteurs_b.png,res/HoN-v1/civilians-under-fire/ffi/ffi/option-ffi-squad_a.png,res/HoN-v1/civilians-under-fire/ffi/ffi/option-ffi-squad_b.png,res/HoN-v1/civilians-under-fire/ffi/ffi/saboteurs-02.png,,res/HoN-v1/civilians-under-fire/ffi/ffi/saboteurs-01.png,,,,,
HoN-v1-civilians-under-fire-ffi-ffi-option-ffi-citroen-t23_a,,,,,,,,,,,,,ft-vehicle,zzzz TODO,,,,,HoN-v1,civilians-under-fire,FFI,ffi,res/HoN-v1/civilians-under-fire/ffi/ffi/option-ffi-citroen-t23_a.png,res/HoN-v1/civilians-under-fire/ffi/ffi/option-ffi-citroen-t23_b.png,res/HoN-v1/civilians-under-fire/ffi/ffi/ffi-citroen-t23_a.png,res/HoN-v1/civilians-under-fire/ffi/ffi/ffi-citroen-t23_b.png,,,,,,,,
HoN-v1-civilians-under-fire-ffi-ffi-recruitment-tile-ffi-sandy_a,,,,,,,,,,,,,rc-plat,zzzz TODO,,,,,HoN-v1,civilians-under-fire,FFI,ffi,res/HoN-v1/civilians-under-fire/ffi/ffi/recruitment-tile-ffi-sandy_a.png,res/HoN-v1/civilians-under-fire/ffi/ffi/recruitment-tile-ffi-sandy_b.png,res/HoN-v1/civilians-under-fire/ffi/ffi/sandy_a.png,res/HoN-v1/civilians-under-fire/ffi/ffi/sandy_b.png,res/HoN-v1/civilians-under-fire/ffi/ffi/ffi-support-01.png,,res/HoN-v1/civilians-under-fire/ffi/ffi/ffi-01.png,,res/HoN-v1/civilians-under-fire/ffi/ffi/ffi-02.png,,,
HoN-v1-gazette-0-ffi-generic-ffi-bazooka-option_a,,,,,,,,,,,,,ft-inf,zzzz TODO,,,,,HoN-v1,gazette-0,FFI,generic,res/HoN-v1/gazette-0/ffi/generic/ffi-bazooka-option_a.png,res/HoN-v1/gazette-0/ffi/generic/ffi-bazooka-option_b.png,res/HoN-v1/gazette-0/ffi/generic/bazooka_a.png,res/HoN-v1/gazette-0/ffi/generic/bazooka_b.png,,,,,,,,
HoN-v1-gazette-8-ffi-generic-option-garde-d-honneur_a,,,,,,,,,,,,,ft-inf,zzzz TODO,,,,,HoN-v1,gazette-8,FFI,generic,res/HoN-v1/gazette-8/ffi/generic/option-garde-d-honneur_a.png,res/HoN-v1/gazette-8/ffi/generic/option-garde-d-honneur_b.png,res/HoN-v1/gazette-8/ffi/generic/garde-d-honneur_a.png,res/HoN-v1/gazette-8/ffi/generic/garde-d-honneur_b.png,,,,,,,,
HoN-v1-gazette-8-ffi-generic-option-soe-agents_a,,,,,,,,,,,,,ft-inf,zzzz TODO,,,,,HoN-v1,gazette-8,FFI,generic,res/HoN-v1/gazette-8/ffi/generic/option-soe-agents_a.png,res/HoN-v1/gazette-8/ffi/generic/option-soe-agents_b.png,res/HoN-v1/gazette-8/ffi/generic/hoppers.png,res/HoN-v1/gazette-8/ffi/generic/soe-team.png,,res/HoN-v1/gazette-8/ffi/generic/soe-team.png,,res/HoN-v1/gazette-8/ffi/generic/soe-team.png,,,,
HoN-v1-gazette-0-ffi-generic-traction-avant-option_a,,,,,,,,,,,,,ft-vehicle,zzzz TODO,,,,,HoN-v1,gazette-0,FFI,generic,res/HoN-v1/gazette-0/ffi/generic/traction-avant-option_a.png,res/HoN-v1/gazette-0/ffi/generic/traction-avant-option_b.png,res/HoN-v1/gazette-0/ffi/generic/traction-avant_a.png,res/HoN-v1/gazette-0/ffi/generic/traction-avant_b.png,,,,,,,,
HoN-v1-gazette-8-ffi-generic-option-laffly-w15-tcc_a,,,,,,,,,,,,,ft-vehicle,zzzz TODO,,,,,HoN-v1,gazette-8,FFI,generic,res/HoN-v1/gazette-8/ffi/generic/option-laffly-w15-tcc_a.png,res/HoN-v1/gazette-8/ffi/generic/option-laffly-w15-tcc_b.png,res/HoN-v1/gazette-8/ffi/generic/laffly-w15-tcc_a.png,res/HoN-v1/gazette-8/ffi/generic/laffly-w15-tcc_b.png,,,,,,,,
HoN-v1-gazette-8-ffi-generic-recruitment-capitaine-pierre-tanant_a,,,,,,,,,,,,,rc-hero,zzzz TODO,,,,,HoN-v1,gazette-8,FFI,generic,res/HoN-v1/gazette-8/ffi/generic/recruitment-capitaine-pierre-tanant_a.png,res/HoN-v1/gazette-8/ffi/generic/recruitment-capitaine-pierre-tanant_b.png,res/HoN-v1/gazette-8/ffi/generic/tanant_a.png,res/HoN-v1/gazette-8/ffi/generic/tanant_b.png,,,,,,,,
HoN-v1-gazette-0-ffi-generic-recruitment-tile_a,,,,,,,,,,,,,rc-plat,zzzz TODO,,,,,HoN-v1,gazette-0,FFI,generic,res/HoN-v1/gazette-0/ffi/generic/recruitment-tile_a.png,res/HoN-v1/gazette-0/ffi/generic/recruitment-tile_b.png,res/HoN-v1/gazette-0/ffi/generic/jules_a.png,res/HoN-v1/gazette-0/ffi/generic/jules_b.png,res/HoN-v1/gazette-0/ffi/generic/ffi_a.png,res/HoN-v1/gazette-0/ffi/generic/ffi_b.png,res/HoN-v1/gazette-0/ffi/generic/ffi-support_a.png,res/HoN-v1/gazette-0/ffi/generic/ffi-support_b.png,res/HoN-v1/gazette-0/ffi/generic/heroic.png,res/HoN-v1/gazette-0/ffi/generic/heroic.png,,
HoN-v1-gazette-8-ffi-generic-recruitment-maquisards_a,,,,,,,,,,,,,rc-plat,zzzz TODO,,,,,HoN-v1,gazette-8,FFI,generic,res/HoN-v1/gazette-8/ffi/generic/recruitment-maquisards_a.png,res/HoN-v1/gazette-8/ffi/generic/recruitment-maquisards_b.png,res/HoN-v1/gazette-8/ffi/generic/robert.png,,res/HoN-v1/gazette-8/ffi/generic/maquisards.png,,res/HoN-v1/gazette-8/ffi/generic/maquisards-support.png,,res/HoN-v1/gazette-8/ffi/generic/maquisards.png,,,
HoN-v1-gazette-0-ffi-generic-gears-x3-option,,,,,,,,,,,,,zzzz TODO,zzzz TODO,,,,,HoN-v1,gazette-0,FFI,generic,res/HoN-v1/gazette-0/ffi/generic/gears-x3-option.png,,res/HoN-v1/gazette-0/ffi/generic/panzerfaust_a.png,res/HoN-v1/gazette-0/ffi/generic/panzerfaust_b.png,res/HoN-v1/gazette-0/ffi/generic/grenade_a.png,res/HoN-v1/gazette-0/ffi/generic/grenade_b.png,res/HoN-v1/gazette-0/ffi/generic/ammo.png,res/HoN-v1/gazette-0/ffi/generic/ammo.png,,,,
HoN-v1-gazette-8-ffi-generic-option-improvisation,,,,,,,,,,,,,zzzz TODO,zzzz TODO,,,,,HoN-v1,gazette-8,FFI,generic,res/HoN-v1/gazette-8/ffi/generic/option-improvisation.png,res/HoN-v1/gazette-8/ffi/generic/option-improvisation.png,,,,,,,,,,
HoN-v1-civilians-under-fire-ge-civilians-altar,,,,,,,,,,,,,ft-inf,zzzz TODO,,,,,HoN-v1,civilians-under-fire,GE,civilians,res/HoN-v1/civilians-under-fire/ge/civilians/altar.png,,,,,,,,,,,
HoN-v1-civilians-under-fire-ge-civilians-backer,,,,,,,,,,,,,ft-inf,zzzz TODO,,,,,HoN-v1,civilians-under-fire,GE,civilians,res/HoN-v1/civilians-under-fire/ge/civilians/backer.png,,,,,,,,,,,
HoN-v1-civilians-under-fire-ge-civilians-childrens,,,,,,,,,,,,,ft-inf,zzzz TODO,,,,,HoN-v1,civilians-under-fire,GE,civilians,res/HoN-v1/civilians-under-fire/ge/civilians/childrens.png,,,,,,,,,,,
HoN-v1-civilians-under-fire-ge-civilians-civilians-objective,,,,,,,,,,,,,ft-inf,zzzz TODO,,,,,HoN-v1,civilians-under-fire,GE,civilians,res/HoN-v1/civilians-under-fire/ge/civilians/civilians-objective.png,,,,,,,,,,,
HoN-v1-civilians-under-fire-ge-civilians-civilians,,,,,,,,,,,,,ft-inf,zzzz TODO,,,,,HoN-v1,civilians-under-fire,GE,civilians,res/HoN-v1/civilians-under-fire/ge/civilians/civilians.png,,,,,,,,,,,
HoN-v1-civilians-under-fire-ge-civilians-collabo,,,,,,,,,,,,,ft-inf,zzzz TODO,,,,,HoN-v1,civilians-under-fire,GE,civilians,res/HoN-v1/civilians-under-fire/ge/civilians/collabo.png,,,,,,,,,,,
HoN-v1-civilians-under-fire-ge-civilians-gendarme,,,,,,,,,,,,,ft-inf,zzzz TODO,,,,,HoN-v1,civilians-under-fire,GE,civilians,res/HoN-v1/civilians-under-fire/ge/civilians/gendarme.png,,,,,,,,,,,
HoN-v1-civilians-under-fire-ge-civilians-papy,,,,,,,,,,,,,ft-inf,zzzz TODO,,,,,HoN-v1,civilians-under-fire,GE,civilians,res/HoN-v1/civilians-under-fire/ge/civilians/papy.png,,,,,,,,,,,
HoN-v1-civilians-under-fire-ge-civilians-postman,,,,,,,,,,,,,ft-inf,zzzz TODO,,,,,HoN-v1,civilians-under-fire,GE,civilians,res/HoN-v1/civilians-under-fire/ge/civilians/postman.png,,,,,,,,,,,
HoN-v1-civilians-under-fire-ge-civilians-sister,,,,,,,,,,,,,ft-inf,zzzz TODO,,,,,HoN-v1,civilians-under-fire,GE,civilians,res/HoN-v1/civilians-under-fire/ge/civilians/sister.png,,,,,,,,,,,
HoN-v1-civilians-under-fire-ge-civilians-teacher,,,,,,,,,,,,,ft-inf,zzzz TODO,,,,,HoN-v1,civilians-under-fire,GE,civilians,res/HoN-v1/civilians-under-fire/ge/civilians/teacher.png,,,,,,,,,,,
HoN-v1-civilians-under-fire-ge-civilians-toto,,,,,,,,,,,,,ft-inf,zzzz TODO,,,,,HoN-v1,civilians-under-fire,GE,civilians,res/HoN-v1/civilians-under-fire/ge/civilians/toto.png,,,,,,,,,,,
HoN-v1-civilians-under-fire-ge-civilians-waitress,,,,,,,,,,,,,ft-inf,zzzz TODO,,,,,HoN-v1,civilians-under-fire,GE,civilians,res/HoN-v1/civilians-under-fire/ge/civilians/waitress.png,,,,,,,,,,,
HoN-v1-civilians-under-fire-ge-civilians-recruitment-alexandre-renaud_a,,,,,,,,,,,,,rc-hero,zzzz TODO,,,,,HoN-v1,civilians-under-fire,GE,civilians,res/HoN-v1/civilians-under-fire/ge/civilians/recruitment-alexandre-renaud_a.png,res/HoN-v1/civilians-under-fire/ge/civilians/recruitment-alexandre-renaud_b.png,res/HoN-v1/civilians-under-fire/ge/civilians/alexandre.png,,,,,,,,,
HoN-v1-civilians-under-fire-ge-civilians-recruitment-bernard-fernand_a,,,,,,,,,,,,,rc-hero,zzzz TODO,,,,,HoN-v1,civilians-under-fire,GE,civilians,res/HoN-v1/civilians-under-fire/ge/civilians/recruitment-bernard-fernand_a.png,res/HoN-v1/civilians-under-fire/ge/civilians/recruitment-bernard-fernand_b.png,,,,,,,,,,
HoN-v1-army-box-ge-ge-command-option-airstrike-x1,,,,,,,,,,,,,gear,1,1,N/A,15,0,HoN-v1,army-box-ge,GE,command,res/HoN-v1/army-box-ge/ge/command/option-airstrike-x1.png,res/HoN-v1/army-box-ge/ge/command/option-airstrike-x1.png,res/HoN-v1/army-box-ge/ge/command/option-airstrike-x1.png,res/HoN-v1/army-box-ge/ge/command/option-airstrike-x1.png,,,,,,,,
HoN-v1-army-box-ge-ge-command-option-directive-x1,,,,,,,,,,,,,gear,1,1,N/A,15,0,HoN-v1,army-box-ge,GE,command,res/HoN-v1/army-box-ge/ge/command/option-directive-x1.png,res/HoN-v1/army-box-ge/ge/command/option-directive-x1.png,res/HoN-v1/army-box-ge/ge/command/option-directive-x1.png,res/HoN-v1/army-box-ge/ge/command/option-directive-x1.png,,,,,,,,
HoN-v1-army-box-ge-ge-command-option-planning,,,,,,,,,,,,,gear,1,1,N/A,10,1,HoN-v1,army-box-ge,GE,command,res/HoN-v1/army-box-ge/ge/command/option-planning.png,res/HoN-v1/army-box-ge/ge/command/option-planning.png,res/HoN-v1/army-box-ge/ge/command/option-planning.png,res/HoN-v1/army-box-ge/ge/command/option-planning.png,,,,,,,,
HoN-v1-army-box-ge-ge-command-option-smoke,,,,,,,,,,,,,gear,1,1,N/A,10,0,HoN-v1,army-box-ge,GE,command,res/HoN-v1/army-box-ge/ge/command/option-smoke.png,res/HoN-v1/army-box-ge/ge/command/option-smoke.png,res/HoN-v1/army-box-ge/ge/command/option-smoke.png,res/HoN-v1/army-box-ge/ge/command/option-smoke.png,,,,,,,,
HoN-v1-hon-core-ge-command-bluff_option,,,,,,,,,,,,,gear,1,1,N/A,5,0,HoN-v1,hon-core,GE,command,res/HoN-v1/hon-core/ge/command/bluff_option.png,res/HoN-v1/hon-core/ge/command/bluff_option.png,res/HoN-v1/hon-core/ge/command/bluff_option.png,res/HoN-v1/hon-core/ge/command/bluff_option.png,,,,,,,,
HoN-v1-hon-core-ge-command-concealed_option,,,,,,,,,,,,,gear,1,1,N/A,10,0,HoN-v1,hon-core,GE,command,res/HoN-v1/hon-core/ge/command/concealed_option.png,res/HoN-v1/hon-core/ge/command/concealed_option.png,res/HoN-v1/hon-core/ge/command/concealed_unit_a_a.png,res/HoN-v1/hon-core/ge/command/concealed_unit_a_b.png,res/HoN-v1/hon-core/ge/command/concealed_unit_b_a.png,res/HoN-v1/hon-core/ge/command/concealed_unit_b_b.png,,,,,,
HoN-v1-hon-core-ge-command-mg_nest_option,,,,,,,,,,,,,gear,1,1,N/A,25,0,HoN-v1,hon-core,GE,command,res/HoN-v1/hon-core/ge/command/mg_nest_option.png,res/HoN-v1/hon-core/ge/command/mg_nest_option.png,res/HoN-v1/hon-core/ge/command/mg_nest.png,res/HoN-v1/hon-core/ge/command/mg_nest_option.png,,,,,,,,
HoN-v1-hon-core-ge-command-planning_option,,,,,,,,,,,,,gear,1,1,N/A,10,1,HoN-v1,hon-core,GE,command,res/HoN-v1/hon-core/ge/command/planning_option.png,res/HoN-v1/hon-core/ge/command/planning_option.png,res/HoN-v1/hon-core/ge/command/planning_option.png,res/HoN-v1/hon-core/ge/command/planning_option.png,,,,,,,,
HoN-v1-army-box-ge-ge-command-option-granatwerfer-gruppe_a,,,,,,,,,,,,,ft-inf,2,2,N/A,60,0,HoN-v1,army-box-ge,GE,command,res/HoN-v1/army-box-ge/ge/command/option-granatwerfer-gruppe_a.png,res/HoN-v1/army-box-ge/ge/command/option-granatwerfer-gruppe_b.png,res/HoN-v1/army-box-ge/ge/command/8cm-grantwerfer-34_a.png,res/HoN-v1/army-box-ge/ge/command/8cm-grantwerfer-34_b.png,res/HoN-v1/army-box-ge/ge/command/8cm-grantwerfer-34_a.png,res/HoN-v1/army-box-ge/ge/command/8cm-grantwerfer-34_b.png,res/HoN-v1/army-box-ge/ge/command/g-braun_a.png,res/HoN-v1/army-box-ge/ge/command/g-braun_b.png,,,,
HoN-v1-army-box-ge-ge-command-option-battle-plan,,,,,,,,,,,,,gear,2,2,N/A,30,0,HoN-v1,army-box-ge,GE,command,res/HoN-v1/army-box-ge/ge/command/option-battle-plan.png,res/HoN-v1/army-box-ge/ge/command/option-battle-plan.png,res/HoN-v1/army-box-ge/ge/command/option-battle-plan.png,res/HoN-v1/army-box-ge/ge/command/option-battle-plan.png,,,,,,,,
HoN-v1-army-box-ge-ge-command-option-directive-x3,,,,,,,,,,,,,gear,2,2,N/A,40,0,HoN-v1,army-box-ge,GE,command,res/HoN-v1/army-box-ge/ge/command/option-directive-x3.png,res/HoN-v1/army-box-ge/ge/command/option-directive-x3.png,res/HoN-v1/army-box-ge/ge/command/option-directive-x3.png,res/HoN-v1/army-box-ge/ge/command/option-directive-x3.png,,,,,,,,
HoN-v1-army-box-ge-ge-command-option-field-artillery-x3,,,,,,,,,,,,,gear,2,2,N/A,30,0,HoN-v1,army-box-ge,GE,command,res/HoN-v1/army-box-ge/ge/command/option-field-artillery-x3.png,res/HoN-v1/army-box-ge/ge/command/option-field-artillery-x3.png,res/HoN-v1/army-box-ge/ge/command/option-field-artillery-x3.png,res/HoN-v1/army-box-ge/ge/command/option-field-artillery-x3.png,,,,,,,,
HoN-v1-army-box-ge-ge-command-option-guardian,,,,,,,,,,,,,gear,2,2,N/A,30,0,HoN-v1,army-box-ge,GE,command,res/HoN-v1/army-box-ge/ge/command/option-guardian.png,res/HoN-v1/army-box-ge/ge/command/option-guardian.png,res/HoN-v1/army-box-ge/ge/command/option-guardian.png,res/HoN-v1/army-box-ge/ge/command/option-guardian.png,,,,,,,,
HoN-v1-army-box-ge-ge-command-option-improvisation,,,,,,,,,,,,,gear,2,2,N/A,20,0,HoN-v1,army-box-ge,GE,command,res/HoN-v1/army-box-ge/ge/command/option-improvisation.png,res/HoN-v1/army-box-ge/ge/command/option-improvisation.png,res/HoN-v1/army-box-ge/ge/command/option-improvisation.png,res/HoN-v1/army-box-ge/ge/command/option-improvisation.png,,,,,,,,
1849302001345581428E251FF46FD43F43D699BE2097B8AD1A4E52FFF33,,,,,,,,,,,,,gear,2,2,N/A,25,0,HoN-v1,carentan,GE,command,res/HoN-v1/carentan/ge/command/fortified-option.png,res/HoN-v1/carentan/ge/command/fortified-option.png,res/HoN-v1/carentan/ge/command/fortified-option.png,res/HoN-v1/carentan/ge/command/fortified-option.png,,,,,,,,
HoN-v1-hon-core-ge-command-recruitment_tile_a,,,,,,,,,,,,,rc-plat,M1-D1-0-G2,N/A,M1-D1-0-G2,30,1,HoN-v1,hon-core,GE,command,res/HoN-v1/hon-core/ge/command/recruitment_tile_a.png,res/HoN-v1/hon-core/ge/command/recruitment_tile_b.png,res/HoN-v1/hon-core/ge/command/officer_a.png,res/HoN-v1/hon-core/ge/command/officer_b.png,,,,,,,,
HoN-v1-army-box-ge-ge-command-recruitment-tile-divisionsstab_a,,,,,,,,,,,,,rc-plat,M2-M1-0-M1-M2,N/A,M2-M1-0-M1-M2,10,0,HoN-v1,army-box-ge,GE,command,res/HoN-v1/army-box-ge/ge/command/recruitment-tile-divisionsstab_a.png,res/HoN-v1/army-box-ge/ge/command/recruitment-tile-divisionsstab_b.png,,,,,,,,,,
