id,_img_recruit,_img_recruit_back,_img_1,_img_1_back,_img_2,_img_2_back,_img_3,_img_3_back,_img_4,img_4_back,_img_5,_img_5_back,type,subtype,size,slots,source,box,faction,cost,platoon,orders,img_recruit,img_recruit_back,img_1,img_1_back,img_2,img_2_back,img_3,img_3_back,img_4,img_4_back.1,img_5,img_5_back,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
18493020013456503781F64EF0034775886228AD5D43D8CECBC9CF4EBEE,,,,,,,,,,,,,gear,2,2.0,,HoN-V1,all,UK,30.0,2command-uk,0.0,res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456503781F64EF0034775886228AD5D43D8CECBC9CF4EBEE.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456503781F64EF0034775886228AD5D43D8CECBC9CF4EBEE.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456503781F64EF0034775886228AD5D43D8CECBC9CF4EBEE.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456503781F64EF0034775886228AD5D43D8CECBC9CF4EBEE.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456503781F64EF0034775886228AD5D43D8CECBC9CF4EBEE.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456503781F64EF0034775886228AD5D43D8CECBC9CF4EBEE.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456503781F64EF0034775886228AD5D43D8CECBC9CF4EBEE.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456503781F64EF0034775886228AD5D43D8CECBC9CF4EBEE.png"")",,,,,,,,
1849302001345648033882A1088AC1E40453F64D405EC1584A99AD3EF04,,,,,,,,,,,,,gear,2,2.0,,HoN-V1,all,UK,10.0,2command-uk,0.0,res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345648033882A1088AC1E40453F64D405EC1584A99AD3EF04.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345648033882A1088AC1E40453F64D405EC1584A99AD3EF04.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345648033882A1088AC1E40453F64D405EC1584A99AD3EF04.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345648033882A1088AC1E40453F64D405EC1584A99AD3EF04.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345648033882A1088AC1E40453F64D405EC1584A99AD3EF04.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345648033882A1088AC1E40453F64D405EC1584A99AD3EF04.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345648033882A1088AC1E40453F64D405EC1584A99AD3EF04.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345648033882A1088AC1E40453F64D405EC1584A99AD3EF04.png"")",,,,,,,,
18493020013456464820669D980D8C2C9B94218532D911626750958C080,,,,,,,,,,,,,gear,2,2.0,,HoN-V1,all,UK,20.0,2command-uk,0.0,res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456464820669D980D8C2C9B94218532D911626750958C080.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456464820669D980D8C2C9B94218532D911626750958C080.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456464820669D980D8C2C9B94218532D911626750958C080.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456464820669D980D8C2C9B94218532D911626750958C080.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456464820669D980D8C2C9B94218532D911626750958C080.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456464820669D980D8C2C9B94218532D911626750958C080.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456464820669D980D8C2C9B94218532D911626750958C080.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456464820669D980D8C2C9B94218532D911626750958C080.png"")",,,,,,,,
1849302001345637722BEF8BB82D4D5ECE04626F532B59174F184880834,,,,,,,,,,,,,ft-vehicle,2,2.0,,HoN-V1,all,UK,75.0,1generic,0.0,res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345637722BEF8BB82D4D5ECE04626F532B59174F184880834.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345637776F0C1AAA2725E5A285E4CE109332C5BC3B800B41C.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345652497EE4682156AE99AA74D72B554FCC4E7BB092FB773.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456525702327184CF2A00ACB019029F9486AB44A30FD27F0.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345637722BEF8BB82D4D5ECE04626F532B59174F184880834.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345637776F0C1AAA2725E5A285E4CE109332C5BC3B800B41C.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345652497EE4682156AE99AA74D72B554FCC4E7BB092FB773.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456525702327184CF2A00ACB019029F9486AB44A30FD27F0.png"")",,,,,,,,
18493020013456398191769DFB4DB68506FAB76DD418D18659B3FF3A9A1,,,,,,,,,,,,,ft-vehicle,2,2.0,,HoN-V1,all,UK,95.0,1generic,0.0,res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456398191769DFB4DB68506FAB76DD418D18659B3FF3A9A1.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456398715D95D2D1A3881D54F8F5712A9CA44536B269ED25.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134563963491C81C3A684963B167EBFB1E285D4614701D6058.png,res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013453784032FD03396D07FB148EAA6165BD9BE359458F0442F.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134563969061379BF9AAEFCD7F2B3CF09F39E67D18A5D6F7CD.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456397648E7A1C2ACFC40918522623CE2E2BA5687B5E378C.png,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456398191769DFB4DB68506FAB76DD418D18659B3FF3A9A1.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456398715D95D2D1A3881D54F8F5712A9CA44536B269ED25.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134563963491C81C3A684963B167EBFB1E285D4614701D6058.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013453784032FD03396D07FB148EAA6165BD9BE359458F0442F.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134563969061379BF9AAEFCD7F2B3CF09F39E67D18A5D6F7CD.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456397648E7A1C2ACFC40918522623CE2E2BA5687B5E378C.png"")",,,,,,
1849302001345639959413AACD51FF66CDB19813B8799AE346C1EF2EA22,,,,,,,,,,,,,ft-vehicle,2,2.0,,HoN-V1,all,UK,75.0,1generic,0.0,res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345639959413AACD51FF66CDB19813B8799AE346C1EF2EA22.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456400155AA06D49552025DD615C61947BDCB5D68534B26B.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134564011342B5C427E18C025295F317CCCDDEE6B882A37509.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456402119706F8021C1E1BD6572C7EFC51C2D9E728BFD3DE.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345639959413AACD51FF66CDB19813B8799AE346C1EF2EA22.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456400155AA06D49552025DD615C61947BDCB5D68534B26B.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134564011342B5C427E18C025295F317CCCDDEE6B882A37509.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456402119706F8021C1E1BD6572C7EFC51C2D9E728BFD3DE.png"")",,,,,,,,
1849302001345640537221024FF1969EC9C00311B512CC33C8AE8D4C3C4,,,,,,,,,,,,,ft-vehicle,2,2.0,,HoN-V1,all,UK,25.0,1generic,0.0,res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345640537221024FF1969EC9C00311B512CC33C8AE8D4C3C4.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345640673ECFBCB17ED9EBB94DAD12387D8346C8FFF232128.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456402815EC5F537C7ACAF36646F2EF865339BF5BA5B9390.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134564034075BA45169E83B07FC4236DCAB680A3E31026B9B0.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345640400D30746F4E773CF320281153B186C631C8022FA9B.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134564046917AAECB2AC8CC88CC3EB61D7C3A8C93D849B55E7.png,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345640537221024FF1969EC9C00311B512CC33C8AE8D4C3C4.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345640673ECFBCB17ED9EBB94DAD12387D8346C8FFF232128.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456402815EC5F537C7ACAF36646F2EF865339BF5BA5B9390.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134564034075BA45169E83B07FC4236DCAB680A3E31026B9B0.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345640400D30746F4E773CF320281153B186C631C8022FA9B.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134564046917AAECB2AC8CC88CC3EB61D7C3A8C93D849B55E7.png"")",,,,,,
1849302001345654594466A20F0ECB3EA8F200583EE6C87CE952703264A,,,,,,,,,,,,,ft-vehicle,2,2.0,,HoN-V1,all,UK,70.0,winnipeg-gb,0.0,res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345654594466A20F0ECB3EA8F200583EE6C87CE952703264A.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456546725B19DEC3383F0E6117660C549C193D92977C882E.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456534596D3F6F6F92F58D9FC84CC0E1DE8D59EBA540ECE2.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134565010485A7E9FA76B5D033DA4EDE0874D5261CEE753EAF.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013454110457F827982FA7E7A95B222FC5E8170FFA6B2EBC382.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345411111F332DE3E5AD8D73FE24FCEC7411B957E129148B3.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134564809364FE0DC6D49E1D8276285C20074ECF8CC80B8F4B.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345648166E934D5E8532B384C8A810DD9D900ADD2F5E844DC.png,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345654594466A20F0ECB3EA8F200583EE6C87CE952703264A.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456546725B19DEC3383F0E6117660C549C193D92977C882E.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456534596D3F6F6F92F58D9FC84CC0E1DE8D59EBA540ECE2.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134565010485A7E9FA76B5D033DA4EDE0874D5261CEE753EAF.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013454110457F827982FA7E7A95B222FC5E8170FFA6B2EBC382.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345411111F332DE3E5AD8D73FE24FCEC7411B957E129148B3.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134564809364FE0DC6D49E1D8276285C20074ECF8CC80B8F4B.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345648166E934D5E8532B384C8A810DD9D900ADD2F5E844DC.png"")",,,,
184930200134564571458C5592F04A4996B74BCE7D8CAF33F2B0656B927,,,,,,,,,,,,,ft-vehicle,2,2.0,,HoN-V1,all,UK,75.0,winnipeg-gb,0.0,res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134564571458C5592F04A4996B74BCE7D8CAF33F2B0656B927.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345645773C57EE66BD569DD7FE4E7170BECDF7033F90BC2E9.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456534596D3F6F6F92F58D9FC84CC0E1DE8D59EBA540ECE2.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134565010485A7E9FA76B5D033DA4EDE0874D5261CEE753EAF.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013454110457F827982FA7E7A95B222FC5E8170FFA6B2EBC382.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345411111F332DE3E5AD8D73FE24FCEC7411B957E129148B3.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134564541596874F03C53F28DFC747D43150FE2E284DFBA0E6.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456454747415DC5C706FB4F5DDF26AF37892820D6305C21E.png,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134564571458C5592F04A4996B74BCE7D8CAF33F2B0656B927.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345645773C57EE66BD569DD7FE4E7170BECDF7033F90BC2E9.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456534596D3F6F6F92F58D9FC84CC0E1DE8D59EBA540ECE2.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134565010485A7E9FA76B5D033DA4EDE0874D5261CEE753EAF.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013454110457F827982FA7E7A95B222FC5E8170FFA6B2EBC382.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345411111F332DE3E5AD8D73FE24FCEC7411B957E129148B3.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134564541596874F03C53F28DFC747D43150FE2E284DFBA0E6.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456454747415DC5C706FB4F5DDF26AF37892820D6305C21E.png"")",,,,
1849302001345645536062EB0ECEC63A15241466281BB7EE1A96A4C7F9B,,,,,,,,,,,,,ft-vehicle,2,2.0,,HoN-V1,all,UK,60.0,chaudiere-rwb,0.0,res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345645536062EB0ECEC63A15241466281BB7EE1A96A4C7F9B.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345645581418E92D5C0548FFE129BCB28B99480D3DDD7656A.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345646220C06D5D918D02881BF03E26C00819119E2FB84568.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456462819C6357610EBC1455F573C7CD0CF2AAE41DBFF4BB.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345646220C06D5D918D02881BF03E26C00819119E2FB84568.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456462819C6357610EBC1455F573C7CD0CF2AAE41DBFF4BB.png,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345645536062EB0ECEC63A15241466281BB7EE1A96A4C7F9B.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345645581418E92D5C0548FFE129BCB28B99480D3DDD7656A.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345646220C06D5D918D02881BF03E26C00819119E2FB84568.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456462819C6357610EBC1455F573C7CD0CF2AAE41DBFF4BB.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345646220C06D5D918D02881BF03E26C00819119E2FB84568.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456462819C6357610EBC1455F573C7CD0CF2AAE41DBFF4BB.png"")",,,,,,
1849302001345654857E05E81ECB3E11C7D91F43EC5A2DCBF0D87D9A4CB,,,,,,,,,,,,,ft-vehicle,2,2.0,,HoN-V1,all,UK,40.0,eyorkshire-wrw,0.0,res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345654857E05E81ECB3E11C7D91F43EC5A2DCBF0D87D9A4CB.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134565491878D379E3F97FDDB0C1FA790056E54111A8FCED0D.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345647921CEBC5ED41BE6DC0A884EE7E2C7475C31D383318C.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345647980F23FB8101D3A22F8EBAFEDAEE914C4327ED2913D.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345647921CEBC5ED41BE6DC0A884EE7E2C7475C31D383318C.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345647980F23FB8101D3A22F8EBAFEDAEE914C4327ED2913D.png,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345654857E05E81ECB3E11C7D91F43EC5A2DCBF0D87D9A4CB.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134565491878D379E3F97FDDB0C1FA790056E54111A8FCED0D.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345647921CEBC5ED41BE6DC0A884EE7E2C7475C31D383318C.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345647980F23FB8101D3A22F8EBAFEDAEE914C4327ED2913D.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345647921CEBC5ED41BE6DC0A884EE7E2C7475C31D383318C.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345647980F23FB8101D3A22F8EBAFEDAEE914C4327ED2913D.png"")",,,,,,
184930200134564858991AF1C280C054C1B01C79CEDE7DEAA8105098D01,,,,,,,,,,,,,ft-vehicle,2,2.0,,HoN-V1,all,UK,65.0,yeomanry-ygy,0.0,res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134564858991AF1C280C054C1B01C79CEDE7DEAA8105098D01.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134564864709DABC8600DDEA44F0EE51A27771B966F896ACB7.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134565537573547B65E4F64A575AEC6DE189095EE6EEA28D7B.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456554969BB7FCD985FE8E76CF33CE7F708DFA0C3D6F4A58.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134564858991AF1C280C054C1B01C79CEDE7DEAA8105098D01.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134564864709DABC8600DDEA44F0EE51A27771B966F896ACB7.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134565537573547B65E4F64A575AEC6DE189095EE6EEA28D7B.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456554969BB7FCD985FE8E76CF33CE7F708DFA0C3D6F4A58.png"")",,,,,,,,
1849302001345649143B55A6F5303BCFA99C8028CC38018372B3A528E4F,,,,,,,,,,,,,ft-vehicle,2,2.0,,HoN-V1,all,UK,130.0,yeomanry-ygy,0.0,res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345649143B55A6F5303BCFA99C8028CC38018372B3A528E4F.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345649209AB43C094E76A2A9AB432B30E9301AF955CBECFAC.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134565537573547B65E4F64A575AEC6DE189095EE6EEA28D7B.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456554969BB7FCD985FE8E76CF33CE7F708DFA0C3D6F4A58.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456497410350DCF7C75A885468B9860C132DB6AA971477E6.png,res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134564982272B17DAF4E68BA97931C2039EEBC525B0BF750A9.png,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345649143B55A6F5303BCFA99C8028CC38018372B3A528E4F.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc1849302001345649209AB43C094E76A2A9AB432B30E9301AF955CBECFAC.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134565537573547B65E4F64A575AEC6DE189095EE6EEA28D7B.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456554969BB7FCD985FE8E76CF33CE7F708DFA0C3D6F4A58.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc18493020013456497410350DCF7C75A885468B9860C132DB6AA971477E6.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles\V1-UK\httpcloud3steamusercontentcomugc184930200134564982272B17DAF4E68BA97931C2039EEBC525B0BF750A9.png"")",,,,,,
